Ano;Nº Convênio;Nome Convenente;UF;Tipo Ente Convenente;Objeto Convênio;Situação Convênio;Nome Concedente;Valor Convênio;Valor Contrapartida;Valor Liberado;Valor Última Liberação;Data Publicação;Data Início Vigência;Data Fim Vigência
2015;814370;MUNICIPIO DO RECIFE;PE;Municipal;O Presente Projeto Tem Como Objeto A Criacao, Desenvolvimento E Implementacao Da Acao De Marketing Playtown Recife, No Bairro Do Recife, Pernambuco, O Qual Ira Fortalecer O Turismo Interno, E Promover O Desenvolvimento De Novas Tecnologias, Que Integradas A Experiencia Turistica Local Irao Dar Posicao De Destaque Ao Destino Turistico Do Recife.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 2.000.000,00;R$ 150.600,00;R$ 369.869,55;R$ 369.869,55;08/01/2015;22/12/2014;20/12/2016
2015;814261;MUNICIPIO DE PAULISTA;PE;Municipal;Carnaval 2015 - Paulista Praia De Pau Amarelo;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 560.000,00;R$ 2.000,00;R$ 560.000,00;R$ 560.000,00;13/01/2015;30/12/2014;20/03/2015
2014;813892;ITAGUARU PREFEITURA MUNICIPAL;GO;Municipal;Reveillon 2015 De Itaguaru-Go;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 140.000,00;R$ 1.500,00;R$ 140.000,00;R$ 140.000,00;23/12/2014;16/12/2014;31/01/2015
2015;813170;MUNICIPIO DE VICOSA DO CEARA/PREFEITURA MUNICIPAL;CE;Municipal;Agregar Valor A Oferta Turistica De Vicosa Do Ceara Identificando, Aprimorando E Promovendo Produtos Associados Ao Turismo Da Regiao.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 190.280,00;R$ 4.000,00;R$ 80.000,00;R$ 80.000,00;02/01/2015;24/12/2014;16/10/2016
2015;813166;MUNICIPIO DE PATY DO ALFERES;RJ;Municipal;Carnaval 2015;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 424.830,00;R$ 500,00;R$ 424.830,00;R$ 424.830,00;15/01/2015;30/12/2014;20/04/2015
2014;813164;MUNICIPIO DE GOIAS;GO;Municipal;Reveillon 2015;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 2.600,00;R$ 100.000,00;R$ 100.000,00;16/12/2014;05/12/2014;01/02/2015
2014;813162;PREFEITURA MUNICIPAL DE MORRO DO PILAR;MG;Municipal;Qualificacao Do Artesanato Em Palha No Munic?Pio De Morro Do Pilar - Mg, Entorno Do Parque Nacional Da Serra Do Cip?, Para Ofertar Aos Turistas Um Produto De Melhor Qualidade E Maior Valor Agregado.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 282.930,00;R$ 8.487,00;R$ 129.000,00;R$ 129.000,00;22/12/2014;16/12/2014;31/07/2016
2015;813132;MUNICIPIO DE CONCEICAO DO MATO DENTRO;MG;Municipal;Identificar, Qualificar E Promover Produtos Associados Ao Turismo No Entorno Do Parque Nacional Da Serra Do Cipo, Nos Municipios De Conceicao Do Mato Dentro, Congonhas Do Norte, Dom Joaquim, Itambe Do Mato Dentro, Jaboticatubas E Santana Do Riacho;Prestação de Contas Iniciada por Antecipação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 570.639,03;R$ 6.000,00;R$ 129.504,00;R$ 129.504,00;02/01/2015;29/12/2014;14/08/2016
2014;813131;MUNICIPIO DE SANTO AMARO DO MARANHAO;MA;Municipal;Implantacao Da Rede Lencois De Apoio A Producao Associada Ao Turismo Na Regiao De Santo Amaro Do Maranhao;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 406.667,07;R$ 12.577,33;R$ 76.048,00;R$ 76.048,00;15/12/2014;09/12/2014;06/11/2016
2014;813129;MUNICIPIO DE PRAIA GRANDE;SC;Municipal;Estruturar, Qualificar E Promover Um Roteiro De Turismo Comunitario, Valorizando Os Produtos Associados Ao Turismo No Entorno Dos Parques Nacionais Aparados Da Serra E Serra Geral.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 558.631,00;R$ 6.000,00;R$ 102.571,67;R$ 102.571,67;12/12/2014;09/12/2014;10/10/2016
2014;813102;JACINTO MACHADO PREFEITURA;SC;Municipal;Agregar Valor Ao Destino Turistico Jacinto Machado/Sc Por Meio Da Promocao Da Producao Local Na Rota Caminho Dos Canyons.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 182.610,45;R$ 1.844,55;R$ 8.515,45;R$ 8.515,45;16/12/2014;09/12/2014;29/10/2016
2014;813101;GOIAS TURISMO - AGENCIA GOIANA DE TURISMO;GO;Estadual;Apoiar A Organizacao E O Fortalecimento De Comunidades Localizadas No Sitio Historico E Patrimonio Cultural Kalunga Para A Gestao Dos Servicos Turisticos.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 599.941,30;R$ 12.243,70;R$ 193.437,30;R$ 193.437,30;16/12/2014;09/12/2014;02/11/2016
2014;812251;MUNICIPIO DE URUSSANGA;SC;Municipal;Natal Encantado Urussanga 2014;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 101.768,13;R$ 101,87;R$ 101.768,13;R$ 101.768,13;28/11/2014;14/11/2014;26/01/2015
2014;812249;MUNICIPIO DE BONITO;MS;Municipal;13O Festival Da Guavira De Bonito/Ms.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 4.000,00;R$ 300.000,00;R$ 300.000,00;27/11/2014;16/11/2014;09/02/2015
2014;812099;MUNICIPIO DE SAPIRANGA;RS;Municipal;Xi Carnaval De Rua De Sapiranga.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.325,00;R$ 100.000,00;R$ 100.000,00;28/11/2014;17/11/2014;11/05/2015
2014;812098;MUNICIPIO DE SAPIRANGA;RS;Municipal;Viii Natal Das Rosas.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 9.548,00;R$ 200.000,00;R$ 200.000,00;28/11/2014;15/11/2014;22/03/2015
2014;811940;MUNICIPIO DE SANTA LUCIA;SP;Municipal;25A Festa Do Havai De Santa Lucia.;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.100,00;R$ 100.000,00;R$ 100.000,00;12/11/2014;29/10/2014;02/02/2015
2014;811742;MUNICIPIO DE CASCAVEL - PREFEITURA MUNICIPAL;CE;Municipal;Vii Festival Da Sardinha Da Praia Da Caponga.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 263.463,92;R$ 670,33;R$ 177.193,40;R$ 177.193,40;13/11/2014;11/11/2014;08/02/2015
2014;811216;MUNICIPIO DE PAINS;MG;Municipal;Realizacao Da Vii Feira Nacional Do Calcario Fenacal 2014,;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 98.000,00;R$ 3.900,00;R$ 98.000,00;R$ 98.000,00;27/10/2014;28/10/2014;16/01/2015
2014;809895;MUNICIPIO DE CURITIBA;PR;Municipal;Marketing E Publicidade Para Promocao E Comercializacao Da Colecao Roteiros Turisticos De Curitiba.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 500.000,00;R$ 43.478,26;R$ 500.000,00;R$ 500.000,00;23/12/2014;18/12/2014;08/11/2016
2014;806809;MUNICIPIO DE PONTAL DO PARANA;PR;Municipal;Xix Camacho Festa Do Camarao E Do Chope;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 97.800,00;R$ 2.205,00;R$ 97.800,00;R$ 97.800,00;30/09/2014;05/11/2014;20/01/2015
2014;806434;MUNICIPIO DE LAGES;SC;Municipal;Realizacao Do Evento Natal Felicidade 2014;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 294.024,00;R$ 7.150,00;R$ 294.024,00;R$ 294.024,00;29/08/2014;29/10/2014;31/01/2015
2014;804841;MUNICIPIO DE JABOATAO DOS GUARARAPES;PE;Municipal;Campanha Para Promocao Do Turismo De Jaboatao Dos Guararapes/Pe No Mercado Nacional.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 1.500.000,00;R$ 75.000,00;R$ 113.944,89;R$ 113.944,89;12/12/2014;03/12/2014;10/11/2016
2014;802619;MUNICIPIO DE AMARGOSA;BA;Municipal;Sao Joao - Amargosa, A Cidade Do Forro!;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.290,00;R$ 100.000,00;R$ 100.000,00;20/06/2014;04/06/2014;15/11/2014
2014;802537;CORIBE PREFEITURA;BA;Municipal;Realizacao Dos Festejos Sao Joao Em Coribe E Divino;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 141.698,20;R$ 2.891,80;R$ 127.254,20;R$ 127.254,20;23/06/2014;05/06/2014;25/10/2014
2014;802535;MUNICIPIO DE TAQUARITINGA;SP;Municipal;Carnaval De Rua De Taquaritinga;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 9.200,00;R$ 100.000,00;R$ 100.000,00;30/06/2014;01/11/2014;18/04/2015
2014;802534;MUNICIPIO DE SANTO ANTONIO DE PADUA;RJ;Municipal;35A Exposicao Agropecuaria Comercial E Industrial De Santo Antonio De Padua;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 630.970,00;R$ 11.305,00;R$ 630.970,00;R$ 630.970,00;20/06/2014;10/06/2014;08/02/2015
2014;802533;BANANEIRAS PREFEITURA;PB;Municipal;Sao Joao O Melhor Pe De Serra Esta Em Bananeiras.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 114.339,55;R$ 114,45;R$ 114.339,55;R$ 114.339,55;20/06/2014;05/06/2014;02/11/2014
2014;802532;PREFEITURA MUNICIPAL DE IGUATU;CE;Municipal;Natal De Luz;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 173.700,00;R$ 400,00; R$ -   ; R$ -   ;03/09/2014;31/07/2014;06/03/2015
2014;802492;FUNDACAO DE EDUCACAO, TURISMO, ESPORTE E CULTURA DE BOA VISTA;RR;Municipal;Realizacao De Evento Boa Vista Junina 14A Edicao;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 305.451,00;R$ 33.939,00; R$ -   ; R$ -   ;20/06/2014;06/06/2014;19/08/2014
2014;802463;MUNICIPIO DE ARACAJU;SE;Municipal;Forro Caju;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 371.400,00;R$ 30.000,00;R$ 371.400,00;R$ 371.400,00;23/06/2014;04/06/2014;24/12/2014
2014;802423;MUNICIPIO DE CAEM;BA;Municipal;Sao Pedro De Caem 2014 Arraia Do Papagaio;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 1.579,10;R$ 100.000,00;R$ 100.000,00;17/06/2014;04/06/2014;20/10/2014
2014;802374;MUNICIPIO DE DOURADOS;MS;Municipal;37A Festa Junina De Dourados;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 137.853,00;R$ 277,00;R$ 137.853,00;R$ 137.853,00;04/06/2014;11/06/2014;20/09/2014
2014;801213;PREFEITURA MUNICIPAL DE VITORINO FREIRE;MA;Municipal;10O Festeja Vitorino.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 6.000,00;R$ 150.000,00;R$ 150.000,00;20/06/2014;05/06/2014;27/09/2014
2014;800859;MUNICIPIO DE PORTO NACIONAL;TO;Municipal;Temporada De Praia 2014.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 172.853,60;R$ 346,40;R$ 172.853,60;R$ 172.853,60;05/06/2014;30/05/2014;29/09/2014
2014;794987;MUNICIPIO DE CARAVELAS;BA;Municipal;Promocao E Divulgacao Dos Atrativos Turisticos Do Destino Caravelas Para A Copa 2014;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 900.000,00;R$ 49.500,00;R$ 900.000,00;R$ 450.000,00;06/03/2014;23/12/2013;22/03/2016
2014;794986;MUNICIPIO DE PORTO ALEGRE;RS;Municipal;Desenvolvimento E Promocao Do Guia Oficial De Turismo De Porto Alegre;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 412.020,00;R$ 45.780,00; R$ -   ; R$ -   ;17/01/2014;23/12/2013;23/10/2016
2014;794984;MARINGA PREFEITURA;PR;Municipal;Campanha De Promocao Do Turismo Da Cidade De Maringa/Pr.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 440.000,00;R$ 60.041,50;R$ 440.000,00;R$ 440.000,00;03/02/2014;30/12/2013;13/12/2016
2014;794983;SECRETARIA DE TURISMO, ESPORTES E LAZER;PE;Estadual;Promover Uma Das Mais Importantes Rotas Turisticas De Pernambuco, A Rota Da Confeccao.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 487.500,00;R$ 25.748,00; R$ -   ; R$ -   ;04/02/2014;24/12/2013;05/12/2016
2014;794982;SECRETARIA DE TURISMO, ESPORTES E LAZER;PE;Estadual;Promover O Produto E Os Destinos Turisticos Do Estado De Pernambuco.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 831.649,00;R$ 43.771,00;R$ 277.216,33;R$ 277.216,33;04/02/2014;24/12/2013;19/12/2016
2014;794633;SECRETARIA DE TURISMO, ESPORTES E LAZER;PE;Estadual;Concepcao, Desenvolvimento E Implantacao Da 1A Etapa Do Portal Visite-Pe.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 1.188.000,00;R$ 100.000,00; R$ -   ; R$ -   ;22/01/2014;20/12/2013;01/10/2016
2014;794321;FUNDACAO DE EDUCACAO, TURISMO, ESPORTE E CULTURA DE BOA VISTA;RR;Municipal;Elaboracao Do Plano De Desenvolvimento Integrado Do Turismo Sustentavel - Pdits Da Area Turistica Do Municipio De Boa Vista, Estado De Roraima;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 208.800,00;R$ 23.200,00;R$ 104.400,00;R$ 104.400,00;24/01/2014;27/12/2013;15/12/2016
2014;794319;SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA;CE;Municipal;Elaboracao Do Plano De Marketing Para A Area Turistica Do Municipio De Fortaleza;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 268.173,00;R$ 29.797,00;R$ 147.495,15;R$ 147.495,15;24/01/2014;27/12/2013;10/12/2016
2014;794317;SECRETARIA DO DESENVOLVIMENTO ECONOMICO, CIENCIA, TECNOLOGIA,;TO;Estadual;Elaboracao Da Avaliacao Ambiental Estrategica Do Prodetur Nacional No Estado Do Tocantins.;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 537.624,00;R$ 59.736,00; R$ -   ; R$ -   ;24/01/2014;27/12/2013;21/12/2014
2014;794248;NITEROI - EMPRESA DE LAZER E TURISMO S/A - NELTUR;RJ;Municipal;Promocao E Divulgacao Dos Atrativos Turisticos De Niteroi/Rio De Janeiro;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 901.600,00;R$ 78.400,00;R$ 901.600,00;R$ 701.600,00;05/02/2014;23/12/2013;03/06/2016
2013;794045;MUNICIPIO DE MIGUEL PEREIRA;RJ;Municipal;25O Reveillon De Miguel Pereira;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 114.540,00;R$ 2.500,00; R$ -   ; R$ -   ;24/12/2013;13/12/2013;28/02/2014
2013;793565;MUNICIPIO DO RECIFE;PE;Municipal;Plano De Midia - Carnaval Do Recife 2014;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 2.500.000,00;R$ 134.242,00;R$ 2.500.000,00;R$ 2.500.000,00;27/12/2013;11/12/2013;04/07/2014
2014;793544;MUNICIPIO DE CAMARAGIBE;PE;Municipal;Promocao Do Municipio De Camaragibe Como Destino Turistico Nacional.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 800.000,00;R$ 69.600,00;R$ 37.963,80;R$ 37.963,80;20/01/2014;20/12/2013;16/09/2016
2013;793256;MUNICIPIO DO CABO DE SANTO AGOSTINHO;PE;Municipal;Criacao De Material Promocional Impresso E Audiovisual Para Divulgacao De Pontos Turisticos Do Cabo De Santo Agostinho - Pe.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 900.000,00;R$ 46.269,00;R$ 55.414,00;R$ 55.414,00;27/12/2013;16/12/2013;04/07/2016
2014;793254;MUNICIPIO DE FLORIANOPOLIS;SC;Municipal;Atualizacao E Disseminacao De Informacoes Turisticas De Florianopolis Atraves Do Portal - Vivendofloripa;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 854.000,00;R$ 80.000,00;R$ 427.000,00;R$ 427.000,00;17/01/2014;20/12/2013;13/11/2016
2013;792880;PREFEITURA MUNICIPAL DE IGUATU;CE;Municipal;Natal De Luz 2013;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 175.104,00;R$ 7.296,00;R$ 175.104,00;R$ 175.104,00;20/12/2013;06/12/2013;07/03/2014
2014;791193;MUNICIPIO DE FOZ DO IGUACU;PR;Municipal;Manutencao E Promocao Do Guia Oficial De Turismo De Foz Do Iguacu.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 644.800,00;R$ 60.000,00; R$ -   ; R$ -   ;08/01/2014;13/12/2013;04/06/2016
2013;791167;MUNICIPIO DE URUSSANGA;SC;Municipal;Natal Encantado Urussanga 2013;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 108.000,00;R$ 2.300,00;R$ 108.000,00;R$ 108.000,00;12/12/2013;21/11/2013;24/07/2014
2014;788324;EMPRESA SERGIPANA DE TURISMO SA;SE;Municipal;Campanha De Promocao Do Turismo No Mercado Nacional - Divulgacao Do Turismo De Sergipe.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 665.000,00;R$ 35.000,00;R$ 665.000,00;R$ 106.750,00;21/01/2014;10/12/2013;19/05/2016
2013;788220;MUNICIPIO DE LAGES;SC;Municipal;Realizacao Do Natal 2013;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 370.000,00;R$ 33.522,15;R$ 370.000,00;R$ 370.000,00;18/11/2013;29/10/2013;06/02/2014
2013;787446;MUNICIPIO DE BONITO;MS;Municipal;12O Festival Da Guavira;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.000,00;R$ 100.000,00;R$ 100.000,00;07/11/2013;01/11/2013;21/03/2014
2013;787072;MUNICIPIO DE POCOS DE CALDAS;MG;Municipal;Natal De Pocos De Caldas;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 219.950,00;R$ 24.000,00;R$ 219.950,00;R$ 219.950,00;07/11/2013;01/11/2013;15/09/2014
2013;786515;SANTA CRUZ PREFEITURA;RN;Municipal;Desenvolver Acoes Estruturantes E De Gestao Coordenada Do Complexo Turistico Religioso: Santuario Santa Rita De Cassia;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 112.600,00;R$ 3.490,00;R$ 112.600,00;R$ 112.600,00;08/11/2013;21/10/2013;20/04/2015
2013;786514;MUNICIPIO DE APARECIDA;SP;Municipal;Elaboracao Do Plano De Posicionamento De Mercado;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 143.000,00;R$ 3.600,00;R$ 143.000,00;R$ 143.000,00;18/11/2013;16/10/2013;29/12/2014
2013;786512;PREFEITURA MUNICIPAL DE BRAGANCA;PA;Municipal;Apoio Ao Fortalecimento Do Turismo Religioso, Tendo Como Foco A Festividade De Sao Benedito No Municipio De Braganca/Pa;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 110.614,00;R$ 5.000,00;R$ 110.614,00;R$ 110.614,00;24/12/2013;11/12/2013;11/06/2015
2013;786493;NOVA TRENTO PREFEITURA;SC;Municipal;Execucao Do Projeto Caminhos Da Fe Nova Trento/Sc, De Acordo Com O Plano De Trabalho Aprovado.;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.000,00;R$ 100.000,00;R$ 100.000,00;05/11/2013;14/10/2013;14/04/2015
2013;783721;MUNICIPIO DE AREIA;PB;Municipal;Xiv Festival Brasileiro Da Cachaca E Da Rapadura E Xiv Bregareia;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 268.262,04;R$ 5.475,00;R$ 266.589,14;R$ 266.589,14;13/09/2013;09/09/2013;29/11/2013
2013;783649;MUNICIPIO DE TAUA;CE;Municipal;Ix Festberro;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 121.086,15;R$ 8.813,85; R$ -   ; R$ -   ;25/11/2013;09/11/2013;09/01/2014
2013;783329;MUNICIPIO DE MARANGUAPE;CE;Municipal;V Festival Nacional Do Humor;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 128.256,00;R$ 5.344,00;R$ 80.448,00;R$ 80.448,00;15/08/2013;04/08/2013;30/12/2013
2013;783309;MUNICIPIO DE POCOS DE CALDAS;MG;Municipal;31A Festa Uai;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 211.053,60;R$ 24.000,00;R$ 132.058,00;R$ 132.058,00;22/08/2013;06/08/2013;10/10/2013
2013;783308;FUNDACAO DE TURISMO DE AQUIDAUANA;MS;Municipal;4O Festival Pantaneiro;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 138.562,20;R$ 2.827,80; R$ -   ; R$ -   ;07/11/2013;30/10/2013;16/03/2014
2013;783285;JACINTO MACHADO PREFEITURA;SC;Municipal;4A Banarroz E 12A Festa Do Colono E Feira Do Agronegocio.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.980,00;R$ 95.943,45;R$ 95.943,45;09/08/2013;26/07/2013;07/06/2014
2013;783060;MUNICIPIO DE TURVO;SC;Municipal;21A Festa Do Colono E 13A Arrancada Catarinense De Tratores De Turvo;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 2.500,00; R$ -   ; R$ -   ;31/07/2013;31/07/2013;17/12/2013
2013;782758;MUNICIPIO DE VICOSA DO CEARA/PREFEITURA MUNICIPAL;CE;Municipal;7O Festival Mel Chorinho E Cachaca;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.205,00;R$ 4.357,00;R$ 90.665,77;R$ 90.665,77;22/07/2013;04/07/2013;20/11/2013
2013;782720;MUNICIPIO DE ATALAIA;PR;Municipal;9O Rodeio De Atalaia / 1O Atalaia Rodeio Festival;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 99.960,00;R$ 2.040,00;R$ 79.386,12;R$ 79.386,12;22/07/2013;04/07/2013;18/10/2013
2013;782636;MUNICIPIO DE MARACANAU - PREFEITURA MUNICIPAL;CE;Municipal;Sao Joao De Maracanau 2013;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 1.106.100,00;R$ 50.010,00;R$ 1.085.902,73;R$ 1.085.902,73;04/07/2013;21/06/2013;30/09/2013
2013;782634;MUNICIPIO DE MARACAJA;SC;Municipal;24O Festa Do Colono De Maracaja.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 99.234,80;R$ 2.025,20;R$ 63.771,34;R$ 63.771,34;10/07/2013;10/07/2013;22/08/2014
2013;782632;PREFEITURA MUNICIPAL DE URUOCA;CE;Municipal;Xi Festival De Quadrilhas.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 97.018,00;R$ 3.050,00;R$ 15.752,77;R$ 15.752,77;04/07/2013;27/06/2013;25/01/2014
2013;782610;PREFEITURA MUNICIPAL DE FREI PAULO;SE;Municipal;Festejos Juninos De Frei Paulo;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 2.100,00; R$ -   ; R$ -   ;01/07/2013;15/06/2013;11/08/2014
2013;782606;PREFEITURA MUNICIPAL DO SITIO NOVO DO TOCANTINS;TO;Municipal;Xiii Festa Junina Arraia No Nosso Sitio.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.752,00;R$ 58.232,13;R$ 58.232,13;01/07/2013;13/06/2013;28/05/2014
2013;782605;PREFEITURA MUNICIPAL DE MARECHAL FLORIANO;ES;Municipal;Xiv Festival Italo Germanico-(Italemanha);Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 98.176,40;R$ 2.003,60;R$ 45.231,59;R$ 45.231,59;01/07/2013;13/06/2013;23/12/2013
2013;782487;BANANEIRAS PREFEITURA;PB;Municipal;Sao Joao O Melhor Pe De Serra Esta Em Bananeiras;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 98.205,00;R$ 2.010,00; R$ -   ; R$ -   ;02/07/2013;06/06/2013;22/10/2013
2013;782486;CORIBE PREFEITURA;BA;Municipal;Sao Joao Em Coribe E Divino;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 98.005,49;R$ 2.000,11;R$ 97.231,29;R$ 97.231,29;13/06/2013;07/06/2013;30/09/2013
2013;782484;PREFEITURA MUNICIPAL DE VIANA;MA;Municipal;Festejos Juninos.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 138.300,00;R$ 3.450,00;R$ 124.435,85;R$ 124.435,85;12/06/2013;07/06/2013;22/10/2013
2013;782483;PETROLINA PREFEITURA;PE;Municipal;Sao Joao Do Vale;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 22.000,00; R$ -   ; R$ -   ;13/06/2013;06/06/2013;31/10/2013
2013;782472;MUNICIPIO DE NOVA VENEZA;SC;Municipal;9A. Festa Da Gastronomia Tipica Italiana;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 3.860,00; R$ -   ; R$ -   ;12/06/2013;05/06/2013;18/10/2013
2013;782471;MUNICIPIO DE UAUA;BA;Municipal;Sao Joao De Uaua 2013;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 133.450,00;R$ 2.800,00;R$ 99.512,07;R$ 99.512,07;12/06/2013;01/06/2013;20/09/2013
